,bias_harg_,bias_harg_Rs,bias_livia_,bias_modif_,bias_modif_droog,bias_Berti,bias_droogersAllen2,bias_traj_balk,bias_Ravazzani,bias_perc_harg_,bias_perc_harg_Rs,bias_perc_livia_,bias_perc_modif_,bias_perc_modif_droog,bias_perc_Berti,bias_perc_droogersAllen2,bias_perc_traj_balk,bias_perc_Ravazzani,MAPE_harg_,MAPE_harg_Rs,MAPE_livia_,MAPE_modif_,MAPE_modif_droog,MAPE_Berti,MAPE_droogersAllen2,MAPE_traj_balk,MAPE_Ravazzani,MAE_harg_,MAE_harg_Rs,MAE_livia_,MAE_modif_,MAE_modif_droog,MAE_Berti,MAE_droogersAllen2,MAE_traj_balk,MAE_Ravazzani,KGE_harg_,KGE_harg_Rs,KGE_livia_,KGE_modif_,KGE_modif_droog,KGE_Berti,KGE_droogersAllen2,KGE_traj_balk,KGE_Ravazzani,R_harg_,R_harg_Rs,R_livia_,R_modif_,R_modif_droog,R_Berti,R_droogersAllen2,R_traj_balk,R_Ravazzani,RMSE_harg_,RMSE_harg_Rs,RMSE_livia_,RMSE_modif_,RMSE_modif_droog,RMSE_Berti,RMSE_droogersAllen2,RMSE_traj_balk,RMSE_Ravazzani,WAPE_harg_,WAPE_harg_Rs,WAPE_livia_,WAPE_modif_,WAPE_modif_droog,WAPE_Berti,WAPE_droogersAllen2,WAPE_traj_balk,WAPE_Ravazzani
11800,-0.13232254956761572,-0.34740996666070456,-0.05159581808743664,-0.6857038847185974,-0.07846415042796738,-0.46027168214445946,0.11661253288114208,-0.5633631035330025,-2.5275095348187357,-19.662190133373983,-36.568664166897754,-20.867431058674164,-36.69698141828114,-15.695495314010403,-29.997223703583302,-9.565975768773711,-32.05656122818345,-93.62944796525262,17.848413148331975,19.582231638047134,20.22096363036901,29.26219788867714,17.363240046816568,23.251947146338743,17.087846099303,25.885373466669137,93.12363953777448,0.48793973356158016,0.5353388454537664,0.5528004940362298,0.7999696624325241,0.4746760763435827,0.6356614899646005,0.46714735946228403,0.7076540714012393,2.5458130919942756,0.887854259370167,0.8333671317218794,0.9189599698057664,0.6202577880043842,0.8761345821464279,0.736227848282802,0.9202099276893771,0.6689197369581958,-0.31071439503526244,0.9425882093066066,0.9638332711283655,0.9273235206641185,0.9426970671870069,0.946862810411404,0.9418944102225414,0.9468188024829461,0.9450478323361686,0.9425882093066065,0.6954977473802544,0.6584658299710808,0.7930415891972038,1.066555386209337,0.669771399526309,0.870675740566069,0.6666182603528472,0.9617062889383957,3.1616587326470413,17.744800523742402,19.4685539458917,20.10357800644486,29.09232658979426,17.262443922383646,23.11696622391005,16.98864867664042,25.735105122863253,92.58304331649393
11801,-0.023934240033389623,-0.4333866219637757,0.1447603960022153,-0.5685336906306591,0.00707003804248488,-0.3517154233847725,0.19704838152697507,-0.48224391648390563,-2.423645749491504,-2.5229850314795734,-22.752103000595998,-0.9673616873421137,-22.385866180661438,1.7348921076511081,-14.86391278574985,8.994390516302362,-18.43673151359495,-91.1538557693357,14.745280974171907,20.35672265912652,19.622516151299646,24.283329159240658,14.207715435557903,18.510745137036196,15.430351768240044,21.80744935952639,91.29139563017475,0.39269015452463885,0.5421317220492333,0.522578641472705,0.6467034637466724,0.37837393397955643,0.4929704209069625,0.4109346733272412,0.5807668686531477,2.43123425857923,0.95902632899631,0.7929946550417775,0.8518609106895287,0.6895859010925303,0.941548440420967,0.8075930092733427,0.9166590980871696,0.7250638043045348,-0.28804061186783403,0.9637499846429627,0.9735987512292725,0.9505404335133278,0.9639826110369031,0.9672333501588566,0.9631796045635839,0.9672445192895879,0.9656742724036513,0.9637499846429624,0.5306480224376473,0.6563195407995503,0.7241041128136891,0.8587768598453287,0.5041080524067354,0.6673850505707677,0.5502518810599156,0.7814007952643817,3.0260292730803857,14.713780899945364,20.313234964595996,19.580596928711746,24.231453127015598,14.177363752765723,18.47120097054479,15.397388189798061,21.760862504062604,91.09637149034097
11806,-0.07918941491005166,-0.45907155733438454,0.03813865844130184,-0.5229864846177795,0.02666733534038147,-0.4038360423101849,0.16043172107727796,-0.5185316722347209,-2.2736290311743814,12.552113357465892,-1.7488318870773516,9.381852725834278,-5.135748549730737,22.765994790370353,-1.978659663538534,28.817959838749474,-4.598059445777866,-82.6953167099266,18.949986126479885,22.526167489494473,22.556050630194648,25.511533402792384,18.105954365180835,22.853646006700387,18.743357312263246,25.36434735640739,85.76804905488804,0.5064038561978208,0.6019707880470617,0.6027693605412507,0.681749253348578,0.48384864503183367,0.6107220548199321,0.5008820775736836,0.6778159744020719,2.2919948589971475,0.9123720891155815,0.789243682296467,0.8758769923440204,0.6997493825116285,0.9176969660949266,0.7702313742980889,0.9106658105635642,0.6978524076243344,-0.2066249427199507,0.9287689207304878,0.9571760804941424,0.9123686845388981,0.929835246167555,0.9339519852604484,0.927976382495912,0.933845519708647,0.9317307985459803,0.928768920730488,0.7221485076121725,0.7362861123317338,0.8597742096195167,0.9262867115810078,0.6912913662697502,0.841227047810052,0.7201989146827491,0.9206359542208612,2.8207438259674404,18.849261918209542,22.406434927655074,22.436159231527213,25.375932828385206,18.009716409847268,22.732172809582895,18.643731391008988,25.229529114920766,85.3121690991833
11810,-0.17091019169946858,-0.37821832141951556,-0.10427716577284535,-0.7117677000999953,-0.11446609604888563,-0.49267084811164885,0.07548924651106158,-0.5906399017732922,-2.5142801318247443,19.321567924647063,20.168245108045692,13.681151549530279,-5.831354113064563,27.774843085881052,3.7705075666374652,37.02182260239032,1.7807033374980348,-90.43301894946755,15.259457611173982,18.549536421226946,17.180557914383762,28.173667343991877,14.604829812911015,21.504791568001487,14.22991698763863,24.41015487277394,92.79751542165278,0.41483517963881117,0.5042774435102834,0.4670611505542277,0.7659137468405609,0.3970388301741932,0.5846173763525242,0.3868466573471015,0.6636009771568364,2.522741958520702,0.9023169781558128,0.82620994561857,0.9299002265655796,0.6255382294399994,0.8972850145608517,0.7421564913574525,0.9527644943811235,0.6767768201422315,-0.30860198030952257,0.9648427428861456,0.9752528577809526,0.954491065876002,0.9649553070219344,0.9676664438053489,0.9644018577720722,0.9677060475885524,0.9663255450631718,0.9648427428861458,0.5640997281317115,0.6073535985878409,0.6372308671050404,1.0048904254090334,0.5370446867903592,0.7856692188937514,0.5181903399164436,0.8902852614891683,3.142488802363717,15.220878569634452,18.50263938501712,17.13712193688441,28.102438529018215,14.56790580483766,21.450423040079936,14.193940836155488,24.348440989959816,92.56290425175146
11813,-0.3417602006932203,-0.3807520546149101,-0.31211233955837747,-0.806146084438216,-0.23508736086785045,-0.6557310881739943,-0.08862065269550623,-0.7408817386341293,-2.5003635685193353,-24.232725236352408,-44.06874241263331,-24.811385739139332,-37.96871821060163,-19.887642484733938,-33.89410808740541,-15.186524423913125,-36.37904449451009,-90.42038318566871,17.556246914445904,18.311962297518296,18.435083594733726,30.365401284190384,15.805533093634303,25.534787788292896,14.281042736328676,28.27812127861019,89.20748344252118,0.49381987837632446,0.5150765444721319,0.5185396846474066,0.8541141419393419,0.4445760228827246,0.7182392604426427,0.4016953521733661,0.7954033956439699,2.5092167385499624,0.823745540868989,0.8327148086217424,0.8726887153894961,0.5880265580909609,0.8463646382372257,0.6701732684264732,0.9130752224822414,0.6142430402895116,-0.2577363759332556,0.9646267087341415,0.9743646581312722,0.9542976572838671,0.9652861607479181,0.9676872651815345,0.9641689361107907,0.967704718935376,0.9662392252548682,0.9646267087341414,0.6767458269400939,0.6245892402566585,0.7018598606611766,1.1175433135495239,0.6118837789005794,0.953465468207018,0.5447968240225228,1.053762590008399,3.127881991276848,17.516041072843265,18.270025780040765,18.392865115206,30.29586099347892,15.76933658972862,25.476310162740234,14.248337492151181,28.213361101193662,89.00318795917909
11816,-0.23123434927665362,-0.38476814369064155,-0.14756250342802407,-0.8040561748459504,-0.19799149084582834,-0.5538768073058425,0.011164408245850622,-0.6565367228627873,-2.642310564058455,2.093581881518871,-3.130850438424821,-1.0223168937606613,-20.932896413264704,7.814433396963122,-11.109510086645304,16.50659587794382,-13.362846672726224,-94.01816187700466,16.717451721249383,18.430654980013692,19.569157125132584,30.646021161039556,15.940464433981097,23.114649721640625,14.789536421514587,26.060954118333584,94.92929332360039,0.4668134433080666,0.514652451647706,0.5464436669261102,0.8557509182869403,0.4451170677465169,0.6454470099473086,0.4129788760258083,0.727718789366041,2.650779019799049,0.8743726123222265,0.8275141463847986,0.9172811628554101,0.590328606702855,0.8599158455654716,0.7177201911274517,0.9439644496615691,0.6516428397649436,-0.33893076393693833,0.9596136483081216,0.9749614240333582,0.9417795520567671,0.9594865850447161,0.964868657294581,0.9587439379848376,0.9646958298318101,0.9628665195599733,0.9596136483081218,0.6344688929436643,0.6207485780866904,0.733662429963561,1.1191799657128538,0.6032546928585368,0.8706609892218278,0.5465417230613515,0.9733602129485496,3.2943216709987255,16.673927352331216,18.382670236876443,19.518208258742305,30.566233358859662,15.898962973930841,23.054470062762345,14.75103143582227,25.993103670770214,94.68214216368376
11818,-0.016580672689014513,-0.3729502740994083,0.17719641426534247,-0.6609380284726969,-0.02985188062378329,-0.3665561769145716,0.2093428801983206,-0.5090795629752358,-2.698505652255334,59.24154692539757,58.480785206081855,54.354271966993664,22.284264980867484,67.86939871500999,38.672726111062794,82.00118128922492,35.02412928734377,-92.07280748084823,15.788529711190533,18.502414053266037,21.338493577734493,26.38706705598097,15.116480594592607,19.237101879060067,16.330661348256214,22.400842459177955,95.3843062653505,0.4482377401093555,0.5252851540650634,0.6058016999418548,0.749131142775363,0.4291582068800624,0.5461430057297666,0.46362890472602475,0.6359618776491185,2.7079688016785846,0.9441539700828311,0.80459385019515,0.8527634064113048,0.6535475917535835,0.9087964641447149,0.7968664391331374,0.9173292039257772,0.7126265152016465,-0.3459428276881946,0.9569760678370838,0.9762759699301873,0.9383078113240002,0.9567213221045383,0.963018491094012,0.9560257053972777,0.9627946980034365,0.9606548550376934,0.9569760678370831,0.5986665755086058,0.6312949670411963,0.8229367479892887,0.9917320765349612,0.5642059617306067,0.7404118673562741,0.5991738321756184,0.8528971242772462,3.339355884844291,15.742870987532914,18.448907069036967,21.276784957656652,26.310758506364085,15.072765364436945,19.18147025694348,16.28343483842372,22.3360616408085,95.10846514773483
11819,-0.10552736443774381,-0.4326509260728915,0.038269117984958745,-0.6588900521933788,-0.07701092268222817,-0.42860679680214864,0.12002233780804475,-0.5498154984304696,-2.49553509925,-27.853812539024652,-46.89028235132754,-26.32202032611065,-43.358168756646585,-26.977759162151234,-37.037574726851524,-21.859226413568173,-39.39583344742632,-94.40615242836891,16.31012750759382,20.634236416866436,20.16460283675048,27.194840399584614,15.591209980992963,21.01424713030825,15.788850230578639,24.038626226300856,92.95490360020825,0.43978948811194524,0.5563856117697094,0.543722319486849,0.7332870287525907,0.42040445443447777,0.5666322954368859,0.4257336650218954,0.648182248609464,2.50645431513624,0.9328235669276111,0.7863711680187647,0.8721879699502209,0.6551462778400975,0.9168373256914981,0.7782882978344402,0.9397467604217148,0.6996627063091585,-0.3091959337953045,0.9554223746507527,0.973970088180527,0.9412353385191928,0.9555277817872682,0.9596429572606289,0.9547798188910508,0.9596413925077925,0.9577026595938504,0.9554223746507531,0.6027433561514609,0.6674420205401589,0.7614865298142584,0.9683795326880797,0.5724080389685374,0.7632552202079164,0.5843123046789056,0.8708777265741068,3.1151309244842227,16.255149708451334,20.564683011802206,20.096632461654963,27.103172662928106,15.538655492358576,20.943412793953573,15.735629540779412,23.95759738310417,92.64157336921764
11820,0.020558511669022457,-0.30788277150795745,0.19564233196097378,-0.6216438899979486,0.011801616827829006,-0.32860265446215237,0.25020810077842515,-0.46570355293900695,-2.6505780644240016,-4.941875692343538,-24.30917737686635,-1.8678616765352047,-26.791776762448343,-3.586908998584346,-16.908334278424597,4.593593288094869,-20.758822541355133,-95.35167170049152,15.338323453515157,17.390279730044224,20.30214426928234,25.490932374232138,14.923301232142705,18.238087123482202,16.67462930713815,21.359244035394443,95.48939796987932,0.427618937490426,0.48482566972588936,0.5660058863355275,0.7106647248993402,0.4160484837914898,0.5084617925314359,0.46487396676532017,0.5954768960046214,2.6621602436035685,0.9462981552747914,0.8404082724118089,0.8641464925471258,0.6597672426975116,0.9128798466250343,0.8034752229807804,0.903706675905419,0.7220172542559982,-0.34662061088048346,0.9610450969459191,0.9739661659551273,0.9466125846578283,0.9607947931208226,0.9651727117029381,0.9603786229561112,0.9651092749918397,0.9634431252569475,0.961045096945919,0.5688806778784343,0.5861947877667579,0.7627895271269249,0.9522470956667106,0.5460864209672045,0.7001195704183718,0.5980107222860631,0.8133863731371287,3.298811653634132,15.282641912939368,17.327149129796588,20.228442950273678,25.398394595275253,14.869126314942621,18.171878793004065,16.614096677795352,21.281705208088486,95.14275012380075
11826,-0.08107729589067869,-0.4335449529941042,0.07934504827034006,-0.6547644767762192,-0.06259370449169363,-0.41044166206045263,0.14390767297881035,-0.5385579849236737,-2.5386494124296153,-5.885139541249249,-18.452460399293553,-6.244579674732138,-26.287310767897225,-2.9323022406187835,-17.973355870327612,4.170643821257986,-20.490921978611176,-93.24181024981985,15.60789127345554,20.190130298111256,19.558069115147468,26.626343105474398,15.158007494616763,19.99351775792273,15.573989043977162,23.27161044401445,93.45859487842789,0.4259042357076797,0.5509432288319456,0.5336957012618049,0.7265729951177972,0.41362791960407624,0.5455781149807264,0.4249791201439052,0.6350298888038358,2.5502747760490987,0.9336786565210351,0.7940510606456341,0.8862244823302812,0.6502693737910498,0.9095126380480605,0.7774935082506621,0.9356006363922473,0.6977161641553034,-0.3170048496468312,0.9602618638994509,0.9742878390045638,0.9466310535911081,0.960277433540754,0.9638438724645529,0.9596686052053406,0.9638489401186411,0.962270462188065,0.9602618638994512,0.5720827012408197,0.6636194191096639,0.7252389874230825,0.9661796362073485,0.5513522194551675,0.7427485681158442,0.5623737120908682,0.860474834124871,3.168208552185211,15.551762245991302,20.117522643550224,19.487734476131976,26.53058957174873,15.103496337147623,19.921617160482658,15.517981935556067,23.187921184596643,93.12249950546604
