,a param.,WAPE in %,variance
0,1.4,56.60136515981266,4222.711634539132
1,1.41,56.31847652621965,4184.183379506062
2,1.42,56.05667494098039,4144.910714261565
3,1.43,55.8155212942473,4104.970321395972
4,1.44,55.595106658142385,4064.3969627267707
5,1.45,55.39563077484183,4023.2179115787444
6,1.46,55.216520707774585,3981.5125013854786
7,1.47,55.057166534270415,3939.363832579748
8,1.48,54.91748173485658,3896.8132217655443
9,1.49,54.79717596418106,3853.913132230865
10,1.5,54.69604760136469,3810.712415933749
11,1.51,54.613716641161965,3767.2662217658003
12,1.52,54.549600449783476,3723.645891103272
13,1.53,54.50294621660838,3679.9295001518844
14,1.54,54.47303654897466,3636.192225302058
15,1.55,54.459726285943525,3592.4672191550226
16,1.56,54.462980481861486,3548.7779577591427
17,1.57,54.482390689579816,3505.1694765563057
18,1.58,54.5173972593341,3461.6968888749648
19,1.59,54.56744986492027,3418.4138113492145
20,1.6,54.63268748071942,3375.3191351279183
21,1.61,54.71275819322511,3332.4510843972153
22,1.62,54.80724143073405,3289.851412869476
23,1.6300000000000001,54.91544277612448,3247.5768333018814
24,1.6400000000000001,55.03708018836119,3205.6597427427473
25,1.6500000000000001,55.17191301933724,3164.12516840156
26,1.6600000000000001,55.3195045048537,3123.0030643937357
27,1.6700000000000002,55.47942860849651,3082.3240523929144
28,1.6800000000000002,55.65135394706049,3042.117272984148
29,1.6900000000000002,55.83492069537017,3002.413648552899
30,1.7000000000000002,56.02992882588326,2963.2341482596617
31,1.7100000000000002,56.235814663794606,2924.626368511522
32,1.7200000000000002,56.45218456608308,2886.616919407744
33,1.7300000000000002,56.678961430422234,2849.203918021006
34,1.7400000000000002,56.91569894339759,2812.4189370309255
35,1.7500000000000002,57.16226912266459,2776.2790566306226
36,1.7600000000000002,57.418107202122094,2740.8226968529325
37,1.7700000000000002,57.68307141942943,2706.06412552642
38,1.7800000000000002,57.956545349363815,2672.037528614924
39,1.7900000000000003,58.23847062094237,2638.7480510158753
40,1.8000000000000003,58.52879052709256,2606.196129498912
